id;name;weight;lemmawordid;dishid
6045;Сахар-песок;25;52;873
6046;Соль поваренная пищевая;50;48;873
6047;Огурец грунтовый;200;19;874
6048;Томат грунтовый;200;90;874
6049;Перец Болгарский красный;75;21;874
6050;Масло льняное;15;8;874
6051;Салат;50;87;874
6052;Укроп обыкновенный;10;14;874
6053;Петрушка;10;6;874
6054;Вода;25;7;875
6055;Горошек зеленый;500;23;875
6056;Чеснок;15;11;875
6057;Лук репчатый;80;4;875
6058;Масло подсолнечное;50;8;875
6059;Лук репчатый;100;4;876
6060;Перец красный сладкий;200;21;876
6061;Капуста пекинская;400;10;876
6062;Кукуруза Консервы;400;92;876
6063;Крабовые палочки;200;264;876
6064;Майонез на перепелином яйце 67%;100;172;876
6065;Грибы Владимирские;200;74;877
6066;Картофель;60;2;877
6067;Лук репчатый;60;4;877
6068;Перец сладкий;100;21;877
6069;Вода;200;7;877
6070;Огурец маринованный;200;19;877
6071;Томат грунтовый;200;90;877
6072;Масло оливковое;15;8;877
6073;Масло льняное;15;8;877
6074;Редька красная;300;272;878
6075;Масло подсолнечное;10;8;878
6076;Сок лимонный;5;40;878
6077;Соль поваренная пищевая;4;48;878
6078;Салат;100;87;879
6079;Лук зеленый;50;4;879
6080;Лук-порей;50;4;879
6081;Сельдерей черешковый;50;50;879
6082;Редис;100;77;879
6083;Масло оливковое;20;8;879
6084;Соль поваренная пищевая;3;48;879
6085;Кунжут-семя;10;102;879
6086;Чеснок;20;11;880
6087;Капуста белокочанная;100;10;880
6088;Масло подсолнечное;50;8;880
6089;Лук репчатый;100;4;880
6090;Морковь;100;3;880
6091;Свекла;100;9;880
6092;Сельдерей, корень;100;50;880
6093;Масло оливковое;20;8;881
6094;Соль поваренная пищевая;3;48;881
6095;Имбирь корень;70;68;881
6096;Изюм;75;151;881
6097;Морковь;150;3;881
6098;Капуста пекинская;200;10;882
6099;Лук репчатый;50;4;882
6100;Масло подсолнечное;10;8;882
6101;Сок лимонный;5;40;882
6102;Тунец в масле Консервы;185;33;882
6103;сладкая кукуруза консерва;170;92;882
6104;Соевый соус;20;88;883
6105;Масло оливковое;30;8;883
6106;Куриная грудка, без кожи;500;12;883
6107;Уксус 9%;10;81;883
6108;Лук репчатый;150;4;883
6109;Перец красный сладкий;500;21;883
6110;Ветчина особая;100;154;884
6111;Капуста пекинская;100;10;884
6112;Лук репчатый;20;4;884
6113;Помидоры;100;5;884
6114;Перец красный сладкий;100;21;884
6115;Огурец грунтовый;100;19;884
6116;Йогурт 1,5%;100;99;884
6117;Лук зеленый;5;4;885
6118;Укроп обыкновенный;5;14;885
6119;Кинза;5;14;885
6120;Чеснок;6;11;885
6121;Кефир 2,5% жирности;1000;25;885
6122;Молоко 2,5%;1000;30;885
6123;Яйцо куриное;300;26;885
6124;Соль поваренная пищевая;40;48;885
6125;Перец красный молотый;2;21;885
6126;Тмин;2;120;885
6127;Масло виноградных косточек;10;8;886
6128;Сок лимонный;5;40;886
6129;Краб камчатский (мясо);200;276;886
6130;Горошек зеленый. Консервы;100;23;886
6131;Авокадо;120;23;886
6132;Перец сладкий;1500;21;887
6133;Баклажаны;1700;164;887
6134;Чеснок;200;11;887
6135;Масло подсолнечное;150;8;887
6136;Соль поваренная пищевая;150;48;887
6137;Сахар-песок;200;52;887
6138;Петрушка;100;6;887
6139;Укроп и другие пряные травы;100;14;887
6140;Уксус 9%;400;81;887
6141;Лук репчатый;100;4;888
6142;Авокадо;100;4;888
6143;Морковь;100;3;888
6144;Шампиньоны;200;0;888
6145;Огурцы маринованные;100;19;888
6146;Майонез;50;172;888
6147;Горошек зеленый;100;23;888
6148;Яйцо куриное;200;26;889
6149;Сметана 15,0% жирности;100;80;889
6150;Огурец грунтовый;150;19;889
6151;Лук зеленый;30;4;889
6152;Капуста белокочанная;300;10;889
6153;Скумбрия;1000;159;890
6154;Соль поваренная пищевая;60;48;890
6155;Лавровый лист;16;51;890
6156;Вода;1000;7;890
6157;Перец черный горошек;10;21;890
6158;Перец душистый;15;21;890
6159;Сахар-песок;25;52;890
6160;Лук репчатый;150;4;890
6161;Масло подсолнечное;45;8;890
6162;Кориандр;15;115;890
6163;Уксус 75%;15;81;890
6164;Соль поваренная пищевая;3.1;48;891
6165;Майонез "Ромашка";30.6;172;891
6166;Сыр плавленный;153;31;891
6167;Чеснок;6.1;11;891
6168;пыльца цветочная;5;277;892
6169;Масло кунжутное;2;8;892
6170;Кунжут-семя;3;102;892
6171;Яблоки;160;111;892
6172;Яйцо куриное;60;26;893
6173;Бальзамический уксус;5;81;893
6174;Салат;25;87;893
6175;Куриная грудка, без кожи;40;12;893
6176;Перец красный сладкий;40;21;893
6177;Морковь корейская;60;3;893
6178;французская горчица;10;94;893
6179;Масло сливочное 72%;100;8;894
6180;Мука пшеничная;100;29;894
6181;Сыр полутвердый (голландский);100;31;894
6182;Яйцо куриное;150;26;894
6183;Вода;60;7;894
6184;Молоко 2,5%;60;30;894
6185;Соль поваренная пищевая;5;48;894
6186;Авокадо;80;48;895
6187;Огурец грунтовый;180;19;895
6188;Тунец натуральный Консервы;136;33;895
6189;салат Фриллис;30;87;895
6190;Авокадо;300;87;896
6191;Помидоры;300;5;896
6192;Лук зеленый;50;4;896
6193;Кинза;30;4;896
6194;Кукуруза Консервы;200;92;896
6195;Фасоль красная, консервированная;200;92;896
6196;Сок лайма;30;40;896
6197;Соль поваренная пищевая;3;48;896
6198;Перец черный молотый;2;21;896
6199;Рукола;100;216;897
6200;Груша;400;169;897
6201;Сыр Козий;120;31;897
6202;Кедровый орех;40;27;897
6203;Масло оливковое;8;8;897
6204;Сок лимонный;10;40;897
6205;Яйцо куриное;200;26;898
6206;Огурец грунтовый;200;19;898
6207;Шампиньоны;200;0;898
6208;Салат;100;87;898
6209;Чеснок;10;11;898
6210;Соль поваренная пищевая;3;48;898
6211;Масло оливковое;5;8;898
6212;Сыр Ламбер сливочный;30;31;899
6213;Креветки очищенные;30;18;899
6214;Лаваш армянский, тонкий;70;18;899
6215;Огурец грунтовый;50;19;900
6216;Творог "Белый медведь" обезжиренный;200;153;900
6217;Семга Санта-бремор;90;76;900
6218;Водоросли Нори;4;136;900
6219;Укроп и другие пряные травы;6;14;901
6220;Кальмар (мясо);150;60;901
6221;Сметана 20,0% жирности;20;80;901
6222;Перец черный молотый;3;21;901
6223;Яйцо куриное;94;26;901
6224;Перец красный сладкий;45;21;901
6225;Капуста пекинская;20;10;901
6226;Помидоры;108;5;902
6227;Огурец грунтовый;118;19;902
6228;Перец красный сладкий;76;21;902
6229;Чеснок;10;11;902
6230;Укроп и другие пряные травы;20;14;902
6231;Лук зеленый;25;4;902
6232;Капуста пекинская;201;10;902
6233;*АВАКАДО;53;10;902
6234;Морковь;63;3;902
6235;Морковь;200;3;903
6236;Кабачок;200;1;903
6237;Проростки маша;200;278;903
6238;Кунжут-семя;10;102;903
6239;Соевый соус;10;88;903
6240;Масло оливковое;5;8;903
6241;Мед натуральный (мёд);5;170;903
6242;Рисовый уксус;5;81;903
6243;Имбирь корень;10;68;903
6244;Сахар-песок;5;52;904
6245;Сыр полутвердый (голландский);60;31;904
6246;Сметана 20,0% жирности;20;80;904
6247;Лук репчатый;40;4;904
6248;Майонез;10;172;904
6249;Яйцо куриное;100;26;904
6250;Яблоки;300;111;904
6251;Соль поваренная пищевая;25;48;905
6252;Лук репчатый;50;4;905
6253;Помидоры;500;5;905
6254;Базилик свежий;100;144;905
6255;Лук красный;50;4;905
6256;Масло оливковое;3;8;906
6257;Творог Простоквашино 2% нежирный;100;153;906
6258;Яйцо куриное;80;26;906
6259;Куриный фарш;500;114;906
6260;Вода;100;7;907
6261;Соль поваренная пищевая;25;48;907
6262;Масло подсолнечное;50;8;907
6263;Сок лимонный;50;40;907
6264;Орех грецкий;50;27;907
6265;Укроп и другие пряные травы;200;14;907
6266;Помидоры;200;5;907
6267;Лук репчатый;400;4;907
6268;Тыква;400;53;907
6269;Баклажаны;400;164;907
6270;Молоко 0.5%;50;30;908
6271;Творог Простоквашино 2% нежирный;150;153;908
6272;Укроп и другие пряные травы;20;14;909
6273;Чеснок;50;11;909
6274;Сыр Олтермани;100;31;909
6275;Вареное яйцо;160;26;909
6276;Печень трески;200;35;909
