id;name;weight;lemmawordid;dishid
3133;Масло подсолнечное;20;8;428
3134;Соль поваренная пищевая;8;48;428
3135;Шампиньоны;200;0;428
3136;Картофель;700;2;428
3137;Сухари панировочные;40;38;428
3138;Соль поваренная пищевая;4;48;429
3139;Разрыхлитель теста;4;217;429
3140;Сахар-песок;4;52;429
3141;Мука пшеничная;50;29;429
3142;Яйцо куриное;47;26;429
3143;Горошек замороженный;150;23;429
3144;Молоко 2,5%;25;30;429
3145;Масло подсолнечное;15;8;429
3146;Соль поваренная пищевая;5;48;430
3147;Вода;500;7;430
3148;Яйцо куриное;47;26;430
3149;Молоко 2,5%;500;30;430
3150;Овсяные хлопья геркулес;90;138;430
3151;Сахар-песок;20;52;430
3152;Яичный белок куриный;46;91;431
3153;Яйцо куриное;47;26;431
3154;Отруби пшеничные;40;202;431
3155;Протеин Dymatize Elite Whey Protein Isolate;60;218;431
3156;Молоко 2,5%;100;30;431
3157;Разрыхлитель теста;3;217;431
3158;Какао порошок обезжирений;10;219;431
3159;Творог, 5 %;50;153;431
3160;Кокосовая стружка;15;220;431
3161;Сахар-песок;10;52;431
3162;Чеснок;6;11;432
3163;Активиа Питьевая Натуральная;125;207;432
3164;Творог, 0 %;150;153;432
3165;Лук репчатый;100;4;432
3166;Яичный белок куриный;80;91;432
3167;Яйцо куриное;60;26;432
3168;Куриная грудка, без кожи;180;12;432
3169;Шампиньоны;200;0;432
3170;Чеснок;15;11;433
3171;Майонез Европейский 72%;25;172;433
3172;Масло подсолнечное;14;8;433
3173;Мука пшеничная;60;29;433
3174;Кабачок;505;1;433
3175;Молоко 0.5%;200;30;434
3176;Куриная грудка, без кожи;500;12;434
3177;Помидоры;1000;5;434
3178;Лук репчатый;100;4;434
3179;Морковь;100;3;434
3180;Перец сладкий;700;21;434
3181;Баклажаны;244;164;434
3182;Кабачок;274;1;434
3183;Масло подсолнечное;20;8;435
3184;Соль поваренная пищевая;5;48;435
3185;Лук репчатый;20;4;435
3186;Белый гриб;300;74;435
3187;Картофель;500;2;435
3188;Аджика острая;150;221;436
3189;Куриный окорочок;500;43;436
3190;Макароны из муки в/с;400;37;437
3191;Перец красный сладкий;300;21;437
3192;Бекон;100;130;437
3193;Куриный бульон;400;47;437
3194;Базилик свежий;20;144;437
3195;Помидоры;200;5;437
3196;Сыр Пармезан;60;31;437
3197;Филе лосося без кожи;300;93;438
3198;Сок лимонный;30;40;438
3199;Лук зеленый;100;4;438
3200;Лук репчатый;70;4;438
3201;Вода;100;7;438
3202;Сметана 10,0% жирности;200;80;438
3203;Картофель;1000;2;439
3204;Сок лимонный;40;40;439
3205;Паприка сушёная, молотая;30;83;439
3206;Масло оливковое;50;8;439
3207;Соль поваренная пищевая;5;48;439
3208;Перец черный молотый;3;21;439
3209;Морковь;300;3;440
3210;Масло подсолнечное;50;8;440
3211;Говядина грудинка мякоть;500;82;440
3212;Лук репчатый;300;4;440
3213;кус - кус отварной;500;222;440
3214;Лук репчатый;400;4;441
3215;Масло подсолнечное;50;8;441
3216;Лисички;1000;124;441
3217;Свинина вырезка;1000;64;442
3218;Уксусная эссенция, 70%;5;223;442
3219;Яйцо куриное;198;26;443
3220;Сметана 25% (Избенка);346.5;80;443
3221;Молоко цельное (Избенка);1980;30;443
3222;Соль поваренная пищевая;19.8;48;443
3223;Паприка сушёная, молотая;9.9;83;443
3224;Масло подсолнечное;5;8;444
3225;Вода;1500;7;444
3226;Карри;1;34;444
3227;Перец красный жгучий;1;21;444
3228;Лук зеленый;10;4;444
3229;Укроп и другие пряные травы;5;14;444
3230;Лук репчатый;20;4;444
3231;Морковь;50;3;444
3232;Перец сладкий;70;21;444
3233;Картофель;200;2;444
3234;Кабачок;250;1;444
3235;Куриная грудка, без кожи;463;12;445
3236;Вода;200;7;446
3237;Томатная паста;100;65;446
3238;Сметана 15,0% жирности;100;80;446
3239;Фарш из говядины;500;114;446
3240;Рис отварной;250;13;446
3241;Масло подсолнечное;100;8;446
3242;Морковь;200;3;446
3243;Лук репчатый;200;4;446
3244;Кабачок;1500;1;446
3245;Масло подсолнечное;20;8;447
3246;Картофель молодой;1000;2;447
3247;Капуста белокочанная;200;10;448
3248;Мука пшеничная;5;29;448
3249;Яйцо куриное;50;26;448
3250;Сухари панировочные;20;38;448
3251;Масло сливочное 72%;20;8;448
3252;Соль поваренная пищевая;3;48;448
3253;Кабачок;500;1;449
3254;Куриная грудка, без кожи;400;12;449
3255;Йогурт 1,5%;200;99;449
3256;Лук зеленый;100;4;449
3257;Укроп и другие пряные травы;50;14;449
3258;Соль поваренная пищевая;10;48;449
3259;Перец черный молотый;2;21;449
3260;Перец сладкий;900;21;450
3261;Фарш из говядины;300;114;450
3262;Рис белый;60;13;450
3263;Сметана 20,0% жирности;200;80;450
3264;Томатная паста;150;65;450
3265;Морковь;200;3;450
3266;Лук репчатый;200;4;450
3267;Чеснок;12;11;450
3268;Белый гриб;2000;74;451
3269;Масло подсолнечное;150;8;451
3270;Лук репчатый;350;4;451
3271;Сметана 10,0% жирности;200;80;451
3272;Зира (кумин);3;116;452
3273;Перец черный молотый;3;21;452
3274;Орегано сушеный;5;21;452
3275;Укроп и другие пряные травы;30;14;452
3276;Сыр Российский;100;31;452
3277;Крахмал картофельный;40;105;452
3278;Яйцо куриное;50;26;452
3279;Бекон;200;130;452
3280;Перец сладкий;300;21;452
3281;Филе куриное;1000;93;452
3282;Соль поваренная пищевая;5;48;452
3283;Перец Болгарский красный;150;21;453
3284;Фасоль стручковая;100;22;453
3285;Чеснок;10;11;453
3286;Масло оливковое;20;8;453
3287;Филе морского гребешка;100;93;453
3288;Осьминог;100;61;453
3289;Устрица;100;224;453
3290;Кальмар (мясо);100;60;453
3291;Рис белый;200;13;453
3292;Вода;500;7;453
3293;Куркума;3;24;453
3294;Соль поваренная пищевая;10;48;453
3295;Шампиньоны;250;0;454
3296;Масло сливочное 72%;20;8;454
3297;Сметана 15,0% жирности;100;80;454
3298;Вино сухое;50;117;454
3299;Сыр Голландский;30;31;454
3300;Соль поваренная пищевая;3;48;454
3301;Перец черный молотый;3;21;454
3302;Капуста белокочанная;400;10;455
3303;Яйцо куриное;100;26;455
3304;Кефир 1% жирности;100;25;455
3305;Соль поваренная пищевая;5;48;455
3306;Пищевая сода;2;155;455
3307;Перец черный молотый;1;21;455
3308;Мука цельнозерновая;120;29;455
3309;Масло подсолнечное;20;8;455
3310;Кабачок;400;1;456
3311;Фарш из говядины;200;114;456
3312;Лук репчатый;100;4;456
3313;Перец Болгарский красный;100;21;456
3314;Помидоры;100;5;456
3315;Сыр Российский;100;31;456
3316;Соль поваренная пищевая;5;48;456
3317;Перец черный молотый;2;21;456
3318;Масло сливочное 82%;10;8;456
3319;Форель морская;1000;113;457
3320;Сок лимонный;50;40;457
3321;Вода;150;7;458
3322;Яйцо куриное;65;26;458
3323;Мука пшеничная;500;29;458
3324;Лук репчатый;300;4;458
3325;Куриный фарш;500;114;458
3326;Соль поваренная пищевая;2;48;459
3327;Мука пшеничная;270;29;459
3328;Уксус 3%;20;81;459
3329;Вода;60;7;459
3330;Перец черный молотый;1;21;459
3331;Помидоры;150;5;459
3332;Чеснок;10;11;459
3333;Масло оливковое;80;8;459
3334;Укроп и другие пряные травы;5;14;459
3335;Сыр мягкий (моцарелла);300;31;459
3336;Кабачок;100;1;460
3337;Сыр Ольтермани 9%;50;31;460
3338;Перец Болгарский красный;270;21;460
3339;Куриное филе (сырое);200;93;460
3340;Яйцо куриное;60;26;461
3341;Яйцо куриное (белок);70;26;461
3342;Молоко 2,5%;150;30;461
3343;Молоко 2,5%;100;30;462
3344;Яйцо куриное;60;26;462
3345;Мука пшеничная;700;29;462
3346;Фарш из свинины;500;114;462
3347;Фарш из говядины;500;114;462
3348;Вода;300;7;462
3349;Лук репчатый;500;4;462
3350;Вода;150;7;463
3351;Масло подсолнечное;20;8;463
3352;Тесто пельменное;250;173;463
3353;Соль поваренная пищевая;5;48;463
3354;Лук зеленый;50;4;463
3355;Фарш из говядины;250;114;463
3356;Морковь;100;3;463
3357;Кабачок;100;1;463
3358;Капуста белокочанная;150;10;463
3359;Капуста белокочанная, квашеная;150;10;463
3360;Капуста белокочанная;400;10;464
3361;Рис отварной;240;13;464
3362;Соль поваренная пищевая;2;48;464
3363;Фарш из свинины;200;114;464
3364;фарш куриный;100;114;464
3365;Фарш из говядины;200;114;464
3366;Перец черный молотый;2;21;464
3367;Яйцо куриное;60;26;464
3368;Масло подсолнечное;50;8;464
3369;Масло подсолнечное;20;8;465
3370;Укроп и другие пряные травы;20;14;465
3371;Соль поваренная пищевая;3;48;465
3372;Мука цельнозерновая;50;29;465
3373;Картофель;300;2;465
3374;Мука пшеничная;750;29;466
3375;Морковный сок;150;40;466
3376;Свекольный сок;150;40;466
3377;Сок сельдерея;150;40;466
3378;Фарш из говядины;800;114;466
3379;Соль поваренная пищевая;10;48;466
3380;Вода;300;7;466
3381;Цыплята;1800;182;467
3382;Соевый соус;50;88;467
3383;Кунжут-семя;20;102;467
3384;Горчица столовая;15;94;467
3385;Мед натуральный (мёд);40;170;467
3386;Масло оливковое;20;8;467
3387;Перец красный молотый;5;21;467
3388;Шафран;3;59;468
3389;Куркума;3;24;468
3390;Сливки, 20,0% жирности;200;72;468
3391;Соль поваренная пищевая;10;48;468
3392;Перец черный молотый;5;21;468
3393;Форель морская;1500;113;468
3394;Соль поваренная пищевая;5;48;469
3395;Перец черный молотый;10;21;469
3396;Масло подсолнечное;10;8;469
3397;Чеснок;20;11;469
3398;Майонез "Ромашка";200;172;469
3399;Куриные бедра без кожи;750;46;469
3400;Морковь;200;3;470
3401;Лук репчатый;200;4;470
3402;Крупа перловая;200;20;470
3403;Масло подсолнечное;30;8;470
3404;Вода;500;7;470
3405;Имбирь корень;5;68;470
3406;Чеснок;30;11;470
3407;Соль поваренная пищевая;4;48;470
3408;Огурец соленый;400;19;470
3409;Укроп и другие пряные травы;50;14;470
3410;Сыр Адыгейский;60;31;471
3411;Активиа Питьевая Натуральная;400;207;471
3412;Шампиньоны;578;0;471
3413;Индейка, грудка без кожи;620;71;472
3414;Вода;1300;7;472
3415;Соль поваренная пищевая;20;48;472
3416;Сахар-песок;15;52;472
3417;Рис белый;60;13;472
3418;Томатная паста;60;65;472
3419;Перец Болгарский красный;750;21;472
3420;Помидоры;260;5;472
3421;Лук репчатый;350;4;472
3422;Морковь;150;3;472
3423;Куриная грудка, без кожи;500;12;473
3424;Яйцо куриное;50;26;473
3425;Лук репчатый;80;4;473
3426;Чеснок;5;11;473
3427;Соль поваренная пищевая;8;48;473
3428;Перец черный молотый;5;21;473
3429;Укроп и другие пряные травы;50;14;473
3430;Сыр полутвердый (голландский);20;31;473
3431;Перец красный сладкий;150;21;473
3432;Творог, 9 %;200;153;473
3433;Соль поваренная пищевая;9;48;474
3434;Перец черный молотый;6;21;474
3435;Имбирь порошок;6;68;474
3436;Масло подсолнечное;10;8;474
3437;Мука цельнозерновая;120;29;474
3438;Яйцо куриное;100;26;474
3439;Лук зеленый;50;4;474
3440;Кабачок;200;1;474
3441;Морковь;250;3;474
3442;Свекла;230;9;474
3443;Эстрагон;3;225;475
3444;Соль поваренная пищевая;15;48;475
3445;Шафран;5;59;475
3446;Чеснок;50;11;475
3447;Вода;800;7;475
3448;Масло оливковое;70;8;475
3449;Лук репчатый;80;4;475
3450;Морковь;170;3;475
3451;Репа;230;180;475
3452;Рис белый;500;13;475
3453;Курица филе, без кожи;500;15;475
3454;Мука пшеничная;250;29;476
3455;Молоко 2,5%;375;30;476
3456;Сыр Российский;150;31;476
3457;Яйцо куриное;100;26;476
3458;Петрушка;20;6;476
3459;Разрыхлитель теста;12;217;476
3460;Сахар-песок;10;52;476
3461;Масло подсолнечное;5;8;476
3462;Масло сливочное 72%;50;8;476
3463;Чеснок;5;11;476
3464;Соль поваренная пищевая;2;48;477
3465;Вода;700;7;477
3466;Лук репчатый;100;4;477
3467;Баранина с косточкой;1100;69;477
3468;Укроп и другие пряные травы;15;14;478
3469;Перец черный молотый;5;21;478
3470;Соль поваренная пищевая;10;48;478
3471;Курица (бедро);1000;15;478
3472;Соль поваренная пищевая;3;48;479
3473;Масло подсолнечное;100;8;479
3474;Вода;500;7;479
3475;Лук репчатый;100;4;479
3476;Морковь;75;3;479
3477;Баранина;100;69;479
3478;Легкие барана;100;226;479
3479;Печень баранья;100;35;479
3480;Сердце баранье;100;210;479
3481;Укроп обыкновенный;20;14;480
3482;Кальмар (мясо);2000;60;480
3483;Чеснок;20;11;480
3484;Масло подсолнечное;80;8;480
3485;Приправа Kamis Прованские травы;3;58;480
3486;Соль поваренная пищевая;3;48;480
3487;Сметана 18% жирности;40;80;480
3488;Картофель;300;2;481
3489;Лук репчатый;80;4;481
3490;Кабачок;150;1;481
3491;Морковь;150;3;481
3492;Лук зеленый;50;4;481
3493;Чеснок;50;11;481
3494;Яйцо куриное;70;26;481
3495;Перец черный молотый;3;21;481
3496;Куркума;2;24;481
3497;Кориандр;2;115;481
3498;Чеснок;5;11;482
3499;Соль поваренная пищевая;4;48;482
3500;Перец черный молотый;5;21;482
3501;Яйцо куриное;200;26;482
3502;Майонез;50;172;482
3503;Сметана 20,0% жирности;50;80;482
3504;Лук репчатый;75;4;482
3505;Масло подсолнечное;110;8;482
3506;Филе куриное;600;93;482
3507;Капуста белокочанная;1000;10;483
3508;Свинина лопаточная часть;500;64;483
3509;Морковь;200;3;483
3510;Лук репчатый;150;4;483
3511;Перец сладкий;100;21;483
3512;Томатная паста;60;65;483
3513;Вода;200;7;483
3514;Сметана 20,0% жирности;200;80;484
3515;Соль поваренная пищевая;3;48;484
3516;Перец черный молотый;4;21;484
3517;Лук репчатый;100;4;484
3518;Вода;500;7;484
3519;Масло подсолнечное;80;8;484
3520;Куриные сердечки;500;227;484
3521;Нут;250;227;485
3522;Лук репчатый;170;4;485
3523;Петрушка;20;6;485
3524;Чеснок;20;11;485
3525;Вода;1000;7;486
3526;Печень куриная;1000;35;486
3527;Масло подсолнечное;50;8;486
3528;Лук репчатый;150;4;486
3529;Соль поваренная пищевая;4;48;486
3530;Чеснок;15;11;487
3531;Соль поваренная пищевая;3;48;487
3532;Масло подсолнечное;20;8;487
3533;Капуста брюссельская;400;10;487
3534;Вода;400;7;487
3535;Фетучини;120;228;488
3536;Филе морского гребешка;150;93;488
3537;Помидоры;120;5;488
3538;Масло оливковое;40;8;488
3539;Вино сухое;25;117;488
3540;Масло подсолнечное;40;8;488
3541;Масло сливочное 72%;10;8;488
3542;Сыр Пармезан;50;31;488
3543;Чеснок;3;11;488
3544;Петрушка;3;6;488
3545;Базилик свежий;3;144;488
3546;Соль поваренная пищевая;3;48;488
3547;Перец черный молотый;2;21;488
3548;Вода;800;7;489
3549;Легкое свиное;300;7;489
3550;Сердце свиное;300;210;489
3551;Почки свиные;300;229;489
3552;Лук репчатый;70;4;489
3553;Масло подсолнечное;50;8;489
3554;Перец черный молотый;10;21;489
3555;Соль поваренная пищевая;3;48;489
3556;Соль поваренная пищевая;2;48;490
3557;Сок лимонный;10;40;490
3558;Масло подсолнечное;10;8;490
3559;Лук репчатый;50;4;490
3560;Форель морская;900;113;490
3561;Перец черный молотый;1;21;490
3562;Мед натуральный (мёд);15;170;491
3563;Яблоки;130;111;491
3564;Сметана 10,0% жирности;50;80;491
3565;Молоко 2,5%;100;30;491
3566;Овсяные хлопья геркулес;100;138;491
3567;Масло сливочное 72%;50;8;492
3568;Петрушка;10;6;492
3569;Перец черный молотый;5;21;492
3570;Сухари панировочные;100;38;492
3571;Масло оливковое;100;8;492
3572;Анчоусы атлантические;100;230;492
3573;Яйцо куриное;100;26;492
3574;Картофель;500;2;492
3575;Мука пшеничная;70;29;492
3576;Тунец натуральный Консервы;165;33;493
3577;Яйцо куриное;354;26;493
3578;Активиа Питьевая Натуральная;150;207;493
3579;Лук зеленый;30;4;493
3580;Яйцо куриное сырое;50;26;494
3581;Рис белый;180;13;494
3582;Соль поваренная пищевая;5;48;494
3583;Перец черный молотый;4;21;494
3584;Хлеб ржаной;100;28;494
3585;Картофель;200;2;494
3586;Чеснок;15;11;494
3587;Лук репчатый;200;4;494
3588;Перец Болгарский красный;1000;21;494
3589;Свинина мякоть;500;64;494
3590;Вода;250;7;494
3591;Чечевица красная;270;32;495
3592;Куркума;3;24;495
3593;Орегано сушеный;3;24;495
3594;Соль поваренная пищевая;10;48;496
3595;Масло крестьянское (Сокол);50;8;496
3596;Сахар-песок;20;52;496
3597;Молоко 2,5%;250;30;496
3598;Рис белый;200;13;496
3599;Яйцо куриное;45;26;497
3600;Вода;2000;7;497
3601;Масло подсолнечное;50;8;497
3602;Масло сливочное 72%;40;8;497
3603;Кефир 2,5% жирности;130;25;497
3604;Мука пшеничная;160;29;497
3605;Сыр плавленный;200;31;497
3606;Картофель;400;2;497
3607;Курица филе, без кожи;350;15;497
3608;Лук репчатый;100;4;497
3609;Морковь;80;3;497
3610;Перец душистый;8;21;498
3611;Соль поваренная пищевая;8;48;498
3612;Сок лимонный;30;40;498
3613;Кефир 2,5% жирности;150;25;498
3614;Индейка, грудка без кожи;500;71;498
3615;Масло подсолнечное;50;8;499
3616;Шампиньоны;400;0;499
3617;Лук репчатый;300;4;499
3618;Вода;1000;7;499
3619;Морковь;300;3;499
3620;Крупа перловая;300;20;499
3621;Сахар-песок;100;52;500
3622;Лимон;20;39;500
3623;Томатная паста;100;65;500
3624;Соль поваренная пищевая;4;48;500
3625;Перец красный молотый;5;21;500
3626;Лавровый лист;8;51;500
3627;Лук репчатый;75;4;500
3628;Масло подсолнечное;18;8;500
3629;Чеснок;30;11;500
3630;Морковь;100;3;500
3631;Томаты в собственном соку;500;90;500
3632;Сыр Российский;70;31;500
3633;Лапша Яичная;300;100;500
3634;Помидоры;80;5;501
3635;Сыр Голландский;30;31;501
3636;Сельдерей, корень;35;50;501
3637;Перец Болгарский красный;150;21;501
3638;Масло топленое;30;8;501
3639;Брокколи;200;8;501
3640;Капуста цветная;200;10;501
3641;Куриная грудка с кожей;350;12;501
3642;Паста (спагетти);120;65;502
3643;Маслины средние и мелкие;50;123;502
3644;Помидоры;100;5;502
3645;Томатная паста;30;65;502
3646;Масло оливковое;20;8;502
3647;Базилик свежий;10;144;502
3648;Укроп и другие пряные травы;15;14;502
3649;Чеснок;5;11;502
3650;Вода;250;7;502
3651;Томатная паста;50;65;503
3652;Масло подсолнечное;30;8;503
3653;Лук репчатый;200;4;503
3654;Морковь;200;3;503
3655;Фасоль стручковая;700;22;503
3656;Картофель;400;2;504
3657;Капуста цветная;400;10;504
3658;Лук репчатый;200;4;504
3659;Сныть;200;4;504
3660;Петрушка;100;6;504
3661;Яйцо куриное;200;26;504
3662;Ряженка, 2,5%;200;231;504
3663;Соль поваренная пищевая;3;48;504
3664;Масло сливочное 72%;10;8;504
3665;Вода;500;7;505
3666;Соль поваренная пищевая;5;48;505
3667;Перец черный молотый;15;21;505
3668;Лук репчатый;75;4;505
3669;Куриное бедро Восток;400;46;505
3670;Масло подсолнечное;60;8;505
3671;Уксус 9%;10;81;505
3672;Картофель;700;2;506
3673;Соевый соус;20;88;506
3674;Сыр Голландский;120;31;506
3675;Масло подсолнечное;15;8;506
3676;Укроп и другие пряные травы;15;14;506
3677;Тимьян;15;158;506
3678;Соль поваренная пищевая;5;48;507
3679;Вода;300;7;507
3680;Овсяные хлопья геркулес;100;138;507
3681;Картофель;500;2;508
3682;Лук зеленый;100;4;508
3683;Соль поваренная пищевая;7;48;508
3684;Масло подсолнечное;45;8;508
3685;Картофель;300;2;509
3686;Морковь;70;3;509
3687;Лук репчатый;40;4;509
3688;Яйцо куриное;90;26;509
3689;Соль поваренная пищевая;5;48;509
3690;Укроп и другие пряные травы;20;14;509
3691;Сыр Российский;200;31;509
3692;Картофель;1000;2;510
3693;Шампиньоны;150;0;510
3694;Морковь;150;3;510
3695;Масло сливочное 82%;80;8;510
3696;Соевый соус;30;88;510
3697;Кефир 1% жирности;250;25;511
3698;Гречневая крупа ядрица;50;20;511
3699;Баклажаны;700;164;512
3700;Помидоры;150;5;512
3701;Перец сладкий;150;21;512
3702;Морковь;90;3;512
3703;Соевый соус;30;88;512
3704;Масло оливковое;30;8;512
3705;Базилик свежий;10;144;512
3706;Петрушка;10;6;512
3707;Сахар-песок;60;52;513
3708;Изюм кишмиш;60;151;513
3709;Рис белый;100;13;513
3710;Вода;400;7;513
3711;Яблоки;50;111;514
3712;Корица;3;54;514
3713;Овсяные хлопья геркулес;50;138;514
3714;Мед натуральный (мёд);50;170;514
3715;Сок яблочный;100;40;514
3716;Масло оливковое;22;8;515
3717;Лук репчатый;135;4;515
3718;Помидоры;350;5;515
3719;Перец красный сладкий;222;21;515
3720;Баклажаны;538;164;515
3721;Чеснок;5;11;515
3722;Помидоры;400;5;516
3723;Майонез;150;172;516
3724;Огурец маринованный;300;19;516
3725;Сыр полутвердый (голландский);300;31;516
3726;Паста (спагетти);400;65;516
3727;Курица филе, без кожи;800;15;516
3728;Яйцо куриное сырое;172;26;516
3729;Сливки, 10,0% жирности;210;72;516
3730;Сок лимонный;50;40;517
3731;Кета;1000;85;517
3732;Чернослив;50;85;518
3733;Лук репчатый;200;4;518
3734;Масло подсолнечное;50;8;518
3735;Курица тушка;1000;15;518
3736;Чеснок;20;11;518
3737;Карри;2;34;519
3738;Яйцо куриное;60;26;519
3739;Фасоль стручковая;100;22;519
3740;Куриная грудка, без кожи;100;12;519
3741;Морковь;100;3;520
3742;Тунец;1100;33;520
3743;Лимон;150;39;520
3744;Лук репчатый;100;4;520
3745;Вода;100;7;521
3746;Лук репчатый;250;4;521
3747;Картофель;500;2;521
3748;говядина;500;82;521
3749;Говядина вырезка;500;82;521
3750;Огурец соленый;150;19;521
3751;Масло подсолнечное;100;8;521
3752;Томатная паста;60;65;521
3753;Мука цельнозерновая;60;29;522
3754;Яйцо куриное;180;26;522
3755;Творог, 0 %;200;153;522
3756;Сыр Монастырский 35%;30.3;31;523
3757;Яйцо куриное;107.1;26;523
3758;Творог, 5 %;303;153;523
3759;Паприка сушёная, молотая;5.1;83;523
3760;Укроп и другие пряные травы;10.1;14;523
3761;Овсяные хлопья геркулес;15.2;138;523
3762;Перец черный молотый;2;21;524
3763;Соль поваренная пищевая;3;48;524
3764;Масло подсолнечное;50;8;524
3765;Чеснок;15;11;524
3766;Щука;700;200;524
3767;Мука пшеничная;200;29;524
3768;Мука пшеничная;170;29;525
3769;Яйцо куриное;200;26;525
3770;Масло подсолнечное;40;8;525
3771;Лук репчатый;200;4;525
3772;Капуста белокочанная;1000;10;525
3773;Молоко 2,5%;100;30;525
3774;Кефир 1% жирности;200;25;525
3775;Куриная грудка, без кожи;800;12;526
3776;Помидоры;300;5;526
3777;Лук репчатый;80;4;526
3778;Чеснок;12;11;526
3779;Паприка сушёная, молотая;10;83;526
3780;Соевый соус;40;88;526
3781;Перец черный молотый;10;21;526
3782;Масло подсолнечное;45;8;526
3783;Масло сливочное 72%;50;8;526
3784;Соль поваренная пищевая;5;48;526
3785;Укроп и другие пряные травы;20;14;526
3786;Перец черный молотый;2;21;527
3787;Лук репчатый;100;4;527
3788;Соль поваренная пищевая;10;48;527
3789;Сметана 15,0% жирности;100;80;527
3790;Карась;300;80;527
3791;Масло сливочное 72%;25;8;528
3792;Картофель;300;2;528
3793;Сыр полутвердый (голландский);25;31;528
3794;Яичный белок куриный;70;91;529
3795;Яйцо куриное;50;26;529
3796;Творог, 5 %;150;153;529
3797;Кефир 1% жирности;125;25;529
3798;Сыр Адыгейский;55;31;529
3799;Шампиньоны;90;0;529
3800;Кунжут-семя;5;102;529
3801;Мука овсяная «Гарнец»;50;29;529
3802;Молоко 2,5%;30;30;530
3803;Яйцо куриное;120;26;530
3804;Соль поваренная пищевая;5;48;530
3805;Чеснок;20;11;530
3806;Курица тушка;1000;15;530
3807;Вода;250;7;531
3808;Яичный белок куриный;80;91;531
3809;Овсяные хлопья геркулес;100;138;531
3810;Лук репчатый;100;4;531
3811;Масло подсолнечное;30;8;532
3812;Лук репчатый;250;4;532
3813;Крупа манная;50;20;532
3814;Молоко 2,5%;100;30;532
3815;Яйцо куриное;50;26;532
3816;Печень свиная;1500;35;532
3817;Укроп и другие пряные травы;15;14;533
3818;Яйцо куриное;100;26;533
3819;Семга;400;76;533
3820;Сыр Пармезан;80;31;533
3821;Масло сливочное 72%;80;8;533
3822;Молоко 2,5%;1000;30;533
3823;Рис белый;350;13;533
3824;Сухари панировочные;40;38;533
3825;Фарш куриный;500;114;534
3826;Яйцо куриное;150;26;534
3827;Лук репчатый;100;4;534
3828;Картофель;300;2;534
3829;Сыр полутвердый (голландский);100;31;534
3830;Майонез;50;172;534
3831;Масло оливковое;30;8;534
3832;Уксус 9%;5;81;534
3833;Вода;300;7;535
3834;Сало;50;7;535
3835;Лук репчатый;200;4;535
3836;Крупа пшено;100;20;535
3837;Соль поваренная пищевая;10;48;536
3838;Мед натуральный (мёд);10;170;536
3839;Соевый соус;20;88;536
3840;Пиво;1500;142;536
3841;свиная рулька;500;232;536
3842;Яичный белок куриный;50;91;537
3843;Сахарозаменитель;1;203;537
3844;Сок лимонный;10;40;537
3845;Творог, 0 %;200;153;537
3846;Лук репчатый;90;4;538
3847;Масло сливочное 82%;20;8;538
3848;Вода;300;7;538
3849;Овсяные хлопья геркулес;80;138;538
3850;Сыр плавленный;30;31;538
3851;Масло подсолнечное;20;8;538
3852;Молоко 1,5%;500;30;539
3853;Яйцо куриное;400;26;539
3854;Сахар-песок;50;52;539
3855;Масло сливочное 72%;50;8;539
3856;Куриная грудка, без кожи;450;12;539
3857;Шампиньоны;200;0;539
3858;Рис белый;60;13;539
3859;Соль поваренная пищевая;10;48;540
3860;Пищевая сода;10;155;540
3861;Картофель;400;2;540
3862;Масло сливочное 82%;30;8;540
3863;Чеснок;20;11;540
3864;Укроп и другие пряные травы;20;14;540
3865;Мука пшеничная;500;29;540
3866;Сыр Гауда;200;31;540
3867;Кефир 2,5% жирности;500;25;540
3868;Свекла вареная;120;9;541
3869;Яйцо куриное;50;26;541
3870;Лук репчатый;80;4;541
3871;Куриная грудка, без кожи;300;12;541
3872;Соль поваренная пищевая;8;48;541
3873;Горчица-семя;10;214;542
3874;Масло подсолнечное;50;8;542
3875;Лук репчатый;200;4;542
3876;Помидоры;100;5;542
3877;Соевый соус;30;88;542
3878;Сметана 15,0% жирности;150;80;542
3879;Майонез;150;172;542
3880;Лаваш армянский, тонкий;200;172;542
3881;Филе минтая;700;93;542
3882;Овсяные хлопья геркулес;100;138;543
3883;Молоко 2,5%;20;30;543
3884;Мед натуральный (мёд);5;170;543
3885;Курица филе, без кожи;200;15;544
3886;Яйцо куриное;150;26;544
3887;Отруби овсяные;100;202;544
3888;Сыр Exquisa творожный с зеленью;30;31;544
3889;Яйцо куриное;100;26;545
3890;Кефир 1% жирности;40;25;545
3891;Куриный окорочок;800;43;545
3892;Лук репчатый;100;4;546
3893;Перец сладкий;100;21;546
3894;Морковь;100;3;546
3895;Сметана 10,0% жирности;150;80;546
3896;Курица филе, без кожи;300;15;546
3897;Фарш из свинины;150;114;547
3898;Помидоры;600;5;547
3899;Лук репчатый;70;4;547
3900;Морковь;100;3;547
3901;Мука пшеничная;200;29;547
3902;Масло подсолнечное;17;8;548
3903;Сметана 15,0% жирности;50;80;548
3904;Лук репчатый;80;4;548
3905;Соль поваренная пищевая;3;48;548
3906;Перец черный молотый;4;21;548
3907;Куриные бедра с кожей;1000;46;548
3908;Чеснок;3;11;549
3909;Масло оливковое;50;8;549
3910;Кедровый орех;30;27;549
3911;Сыр Пармезан;50;31;549
3912;Паста (спагетти);200;65;549
3913;Базилик свежий;30;144;549
3914;Укроп и другие пряные травы;15;14;550
